,news_url,title,no_of_retweets,label
84,thoughtsofbrown.com,"Young black victims are killed twice in America―once by gun, second by media. Let the victim be the victim this time. #Ferguson",351,0
85,facebook.com/CorruptFriscoT…,"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us.",137,0
86,thoughtsofbrown.com,"White-privilege apologist internet trolls saying, ""Wait for details before you jump to conclusions."" You need more details? #Ferguson",128,0
87,NorthCampus.org,The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW,163,0
88,en.wikipedia.org/wiki/Michael_S…,"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi",457,0
89,uniteblue.com/user/kharyp,"#MikeBrown, left, is gunned down for WWB (walking while black),but guy on the right can point a gun at cops #Ferguson http://t.co/ydAVrBLQke",269,0
90,youranonnews.org,"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus
#FergusonShooting",386,0
91,victoriabrownworth.com,"People DEBATING whether #MikeBrown shoplifted or not-- IT DOESN'T MATTER.
Shoplifting isn't punishable by DEATH IN THE STREET. #Ferguson",802,0
92,thedailybanter.com,"Late reporting from #Ferguson: ""Unrest"" outside police station. When white people do it, it's a ""vigil."" http://t.co/mkca1icOF9",142,0
93,thedailybanter.com,"If #Ferguson protesters were white, they'd be walking away with several hundred cattle and an apology. http://t.co/mkca1icOF9 #p2",181,0
94,theoccupiedtimes.org,"17-yr-old unarmed black kid #MikeBrown was murdered by a cop in #Ferguson, Missouri yesterday. This is his stepdad: http://t.co/p8mqVvh9GY",267,0
95,charliepeach.com,"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson",106,0
96,itsDLeon.com,“When will young people of color's lives matter when they are alive?” -  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm,212,0
97,facebook.com/TheMarmelPage,"The difference between ""unrest"" and ""patriotism"" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch",124,0
98,NorthCampus.org,More coverage from Europe - http://t.co/Ipkmn3Zq45 #Ferguson #MikeBrown http://t.co/vbZSHAvmxK,166,0
99,uniteblue.com/user/kharyp,"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",953,0
100,theroot.com,"#Ferguson, MO is in protest after a cop kills an unarmed black teen: http://t.co/xirnS3duFB http://t.co/T6Dp3AQbgE",201,0
101,NorthCampus.org,"#Ferguson is why we need Civilian Review Boards. Anger, frustration &amp; potential violence comes when ppl lack faith that they'll get justice.",107,0
102,NorthCampus.org,Protestors outside #Ferguson police dept now http://t.co/VYsGspeKPB,160,0
103,youtube.com/user/RIGHTJUST…,Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/mUE41Zp4nA,220,0
104,en.wikipedia.org/wiki/Michael_S…,"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",744,0
105,thebigempty-bjork.com,Amerika appears to be awash in all manner of #terrorism. Much of it state-sponsored. #Ferguson #MikeBrown #Racism #p2 http://t.co/PqIKIbVGtf,192,0
106,NorthCampus.org,Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh,216,0
107,bit.ly/AFLAuction,"Follow @MichaelSkolnik NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police.",223,0
108,facebook.com/TheMarmelPage,There should be blame AND shame here. #Ferguson #MichaelBrown @KharyP http://t.co/hXWpgy4nRY,110,0
109,NorthCampus.org,"Lots of people -- some prayerful, some sad, some angry -- have gathered outside the #Ferguson police headquarters http://t.co/KfbHCGNrzk",342,0
110,NorthCampus.org,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/PhairpOfdl",2003,0
111,NorthCampus.org,Police and protesters face to face in #Ferguson http://t.co/C0U0rQzGFa,175,0
112,NorthCampus.org,happening now in #ferguson https://t.co/MYPxUyo7Xx,168,0
113,robinthewagon.tumblr.com,"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC",617,0
114,NorthCampus.org,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,211,0
115,NorthCampus.org,Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI,441,0
116,NorthCampus.org,Live from #Ferguson http://t.co/VX2zpW8Tqh,199,0
117,en.wikipedia.org/wiki/Michael_S…,Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson http://t.co/CnX88sZEwY,1473,0
118,NorthCampus.org,"""Our problem is not with Hamas. Our problem is not in Iraq. Our problem is in #Ferguson!"" - Anthony Shahid http://t.co/o1dZ3LDHdg",518,0
119,en.wikipedia.org/wiki/Michael_S…,"#Ferguson Police Chief said only one word during entire press conference. 

Question: Is officer is still being paid? 

Answer: Yes.",465,0
120,about.me/ben.campbell,Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,188,0
121,NorthCampus.org,Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,170,0
122,NorthCampus.org,"The presence of police dogs in #Ferguson is, at the very least, culturally and historically insensitive.",390,0
123,NorthCampus.org,Lots of angry mothers here in #Ferguson this morning. http://t.co/RXTdkGgDMG,154,0
124,adept2u.blogspot.com/2010/08/adept2…,WE DEMAND THAT POLICE STAY AWAY FROM US WITHOUT WEARING CAMERAS FOR OUR PROTECTION! #mikebrown #Ferguson http://t.co/L2rBjMMpzc,903,0
125,buzzfeed.com/tracyclayton,*church fan* RT @Sherrea_D: Where's the #NRA's call for blacks to arm themselves against the police? #MikeBrown #Ferguson,110,0
126,NorthCampus.org,Still conflicting reports about death of the witness. Police say it's not true. Tempers are rising here in #Ferguson http://t.co/nbbr7XvJxk,117,0
127,youranonnews.org,"#Ferguson, Missouri Community Furious After Teen Shot Dead By Police http://t.co/UJYaBibSvq
#FergusonShooting",164,0
128,youranonnews.org,"Not sure what the #Anonymous message to #Ferguson is going to be exactly but you can count on one.
Support @OpFerguson",131,0
129,uniteblue.org/user/lordxmen2k,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",155,0
130,jamiekilstein.com,Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.,118,0
131,NorthCampus.org,The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,108,0
132,tlatela.com,So #Ferguson police want me to believe #MikeBrown tried to get into a police car and wrestle the officer's gun away. I'm gonna need video.,113,0
133,facebook.com/TheMarmelPage,#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images. http://t.co/rt7u6zOA1p,129,0
134,NorthCampus.org,"""Hands up!"" in #Ferguson http://t.co/gKKb0V0xv4",109,0
135,tariqelite.com,Every Black person should drill this in their heads:we are in Jim Crow 2.0..and the new lynch mobs and KKK members ARE THE POLICE #Ferguson,242,0
136,uniteblue.com/user/kharyp,How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson http://t.co/jG3hGJRAuC,422,0
137,fox2now.com,Vigil for shooting victim Mike Brown will be held at 8pm Sunday at Canfield Green apartment complex in #Ferguson,118,0
138,facebook.com/CorruptFriscoT…,Nothing has changed. The ONLY difference?  The pictures are in color.  #Ferguson #FergusonShooting http://t.co/iRBqXc019M,620,0
139,american-wolf.blogspot.com,"#MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.

. http://t.co/g7jakSP9UL",1134,0
140,3chicspolitico.com,Notice how they bring out the attack dogs? #FergusonShooting #Ferguson #FergusonPolice http://t.co/GpQT6cGLgJ,102,0
141,stacialbrown.com,When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown: http://t.co/HrVKxjM3RR #MikeBrown #Ferguson http://t.co/tT0lYR8yCB,179,0
142,DemocracyPartners.com/ChristinePelosi,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR,234,0
143,soundcloud.com/showtimedeonta,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/qxvFf6BaWX",494,0
144,DreamDefendersAction.org,Let's get these cameras on cops everywhere #Ferguson http://t.co/u89uNkNGoS,249,0
145,DreamDefendersAction.org,There's cameras on every corner of the hood.  Let's out cameras on every cop.  What do you have to hide? #Ferguson http://t.co/76T6HmnsnS,249,0
146,stlouis.cbslocal.com,BREAKING: AG Eric Holder has instructed attorneys in the department's civil rights division to monitor developments in #Ferguson. -@AP,701,0
147,trayvonmartinfoundation.org,"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2 http://t.co/78QURveWvK",1988,0
148,tailsofjoy.net/shop/muriel/,If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall,134,0
149,NorthCampus.org,"Protestors have blocked West Florissant, a major street in St. Louis County. #Ferguson http://t.co/S15XpF4f9E",318,0
150,NorthCampus.org,#Ferguson #MikeBrown protests http://t.co/UubTxFmU7c,431,0
151,facebook.com/TheMarmelPage,"Michael Jackson: ""It doesn't matter if you're black or white.""
Reality: #Ferguson #MikeBrown 
The War isn't on whites http://t.co/0rW38CxQjn",820,0
152,NorthCampus.org,The anger and tension is definitely worse than last night. #Ferguson,102,0
153,NorthCampus.org,Happening now in #Ferguson http://t.co/w8r9FTl4Kb,131,0
154,NorthCampus.org,Some signs from the earlier shutdown of West Florissant in #Ferguson http://t.co/ATqNIOoQNS,103,0
155,riverfronttimes.com,Family of #MichaelBrown talks about his life: http://t.co/kIye34DLiU. #STL #Ferguson #MikeBrown http://t.co/GJgipAsWGV,364,0
156,DreamDefendersAction.org,#Ferguson protestors have shut down a major intersection  https://t.co/2sLJdYKrP4,101,0
157,NorthCampus.org,Happening now in #Ferguson where #MikeBrown was killed. http://t.co/LfN0DWYp0B,394,0
158,buzzfeed.com/joelanderson,"I don't know how this is going to end. But man, it doesn't feel good right now. #ferguson http://t.co/OKwtolhshi",156,0
159,colorofchange.org,Tell @TheJusticeDept to rigorously investigate &amp; prosecute all #Ferguson police involved in execution of #MikeBrown http://t.co/Z6PmH1EBdX,131,0
160,crypt0nymous.tumblr.com,"#Ferguson right now: Those who want a riot, come prepared for a riot. Heavily-armed officers are moving in. http://t.co/35em8bo5Xh",627,0
161,nextnewdeal.net/rortybomb,"The #Ferguson police look more militarized now than the actual National Guard, here from the 1967 Newark riots: http://t.co/qk3CKqSp8o",2643,0
162,msnbc.com/politicsnation,Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/faix6g9Omt,280,0
163,newsweek.com,"PHOTOS:: #Ferguson, Missouri, looks like a war zone http://t.co/N7lfddXd5d http://t.co/hmPP9z4dGd",112,0
164,kmbc.com,The protestors have started marching into a neighborhood. Police still standing here. #Ferguson #MichaelBrown http://t.co/2CFDkmtObA,493,0
165,youranonnews.org,Who is in Ferguson? Who can livestream? Who can tweet? The world needs to know what is going on. Let's show them. #Ferguson #OpFerguson,346,0
166,tishaura4treasurer.com,"""The fatal shooting of an unarmed teenager deserves a full review."" AG Eric Holder #MikeBrown #Ferguson",146,0
167,Garciafamilyldf.com,"Army tactical gear
This image is not from  #iraq or #Afghanistan this is #Ferguson MO #MichaelBrown fatal shooting http://t.co/4f5hYlONnV",455,0
168,buzzfeed.com/joelanderson,"""You a reporter, big boy? See. They're treating you like they do us."" A #Ferguson protestor who's quickly become one of my favorites told me",183,0
169,complex.com,"The sights and sounds from #Ferguson, Missouri are unbelievable: http://t.co/D0n0QYN8x2 http://t.co/A3obQOvf4o",655,0
170,bet.com,Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt; http://t.co/TqaA59wH9x http://t.co/p8VtikmeyD,1157,0
171,overlawyered.com,"Federal grants drive cop militarization: in '12 St. Louis County got Bearcat armored vehicle, other goodies http://t.co/uZymzagDmU #ferguson",141,0
172,drgoddess.com,"So, @maddow is telling the story about how the #StLouis Police were harassing the whistleblower who detailed racism in the PD. #Ferguson",335,0
173,loohd.com,The police* are the occupying army in the black colony. - Huey Newton #Ferguson police #MichaelBrown http://t.co/dWzjeIccxw,128,0
174,drgoddess.com,"The whistleblower, a white man who went by the name of ""Lonewolf,"" said Black people should be allowed to shop w/o harassment. #Ferguson",282,0
175,drgoddess.com,The whistleblower was putting his Lieutenant on blast. Nine other officers corroborated the rampant racism in the #StLouis PD. #Ferguson,338,0
176,drgoddess.com,"The whistleblower said they would often have ""Black day"" or ""tan day"" to just arrest Black or Brown people by the #StLouis PD. #Ferguson",548,0
177,drgoddess.com,"The whistleblower said the #StLouis PD told the Black officers, ""Oh, not you... you're the good guys."" #Ferguson",296,0
178,drgoddess.com,"After the whistleblower revealed what was happening, he was summarily harassed, got drug tests, car taken &amp; transferred. #Ferguson #StLouis",299,0
179,drgoddess.com,The whistleblower said it wasn't his intention to take the #StLouis PD down but he HAD to say something. He filed a lawsuit. #Ferguson,234,0
180,revolution-news.com,"Police still at one end of W. Florissant, protesters now at Greater St. Mark Church. #Ferguson p/v @JustinGlawe http://t.co/ujLgUmKLNS",117,0
181,NorthCampus.org,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R,108,0
182,NorthCampus.org,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/acvuzlAN5l,136,0
183,NorthCampus.org,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/TEEq3mhoxu,157,0
184,NorthCampus.org,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/AAIO2DPlTn,308,0
185,NorthCampus.org,"""Get out your cars. Join us!"" say youth demonstrators. #ferguson http://t.co/gxJ20e35lv",166,0
186,NorthCampus.org,An 88-year-old woman has joined the youth in #Ferguson http://t.co/dfDid2xV8X,724,0
187,youtube.com/littlemisscurv…,"Mound City Bar Association has agreed to donate their time PRO BONO, for ANY WITNESSES that would like to come forward. #Ferguson #MikeBrown",204,0
188,tishaura4treasurer.com,The Mound City Bar Association is offering pro-bono representation to all witnesses of #MikeBrown shooting. #Ferguson,116,0
